fset	c	seed	threshold	cost_per_tx	flagged_frac
23_noVmin	10	42	0.2100	0.182100	0.1821
23_noVmin	10	42	0.2200	0.168200	0.1682
23_noVmin	10	42	0.2300	0.154900	0.1549
23_noVmin	10	42	0.2400	0.142600	0.1426
23_noVmin	10	42	0.2500	0.132400	0.1324
23_noVmin	10	42	0.2600	0.121900	0.1219
23_noVmin	10	42	0.2700	0.111400	0.1114
23_noVmin	10	42	0.2800	0.104200	0.1042
23_noVmin	10	42	0.2900	0.095800	0.0958
23_noVmin	10	42	0.3000	0.086600	0.0866
23_noVmin	10	42	0.3100	0.079100	0.0791
23_noVmin	10	42	0.3200	0.072300	0.0723
23_noVmin	10	42	0.3300	0.067300	0.0673
23_noVmin	10	42	0.3400	0.061500	0.0615
23_noVmin	10	42	0.3500	0.056900	0.0569
23_noVmin	10	42	0.3600	0.052500	0.0525
23_noVmin	10	42	0.3700	0.048800	0.0488
23_noVmin	10	42	0.3800	0.045200	0.0452
23_noVmin	10	42	0.3900	0.040900	0.0409
23_noVmin	10	42	0.4000	0.038500	0.0385
23_noVmin	10	42	0.4100	0.035100	0.0351
23_noVmin	10	42	0.4200	0.032900	0.0329
23_noVmin	10	42	0.4300	0.030900	0.0309
23_noVmin	10	42	0.4400	0.028800	0.0288
23_noVmin	10	42	0.4500	0.027500	0.0275
23_noVmin	10	42	0.4600	0.025600	0.0256
23_noVmin	10	42	0.4700	0.024200	0.0242
23_noVmin	10	42	0.4800	0.023300	0.0233
23_noVmin	10	42	0.4900	0.021600	0.0216
23_noVmin	10	42	0.5000	0.020000	0.0200
23_noVmin	10	42	0.5100	0.020200	0.0192
23_noVmin	10	42	0.5200	0.019000	0.0180
23_noVmin	10	42	0.5300	0.018000	0.0170
23_noVmin	10	42	0.5400	0.017000	0.0160
23_noVmin	10	42	0.5500	0.015400	0.0144
23_noVmin	10	42	0.5600	0.015800	0.0138
23_noVmin	10	42	0.5700	0.015900	0.0129
23_noVmin	10	42	0.5800	0.015300	0.0123
23_noVmin	10	42	0.5900	0.014600	0.0116
23_noVmin	10	42	0.6000	0.014800	0.0108
23_noVmin	10	42	0.6100	0.015200	0.0102
23_noVmin	10	42	0.6200	0.014300	0.0093
23_noVmin	10	42	0.6300	0.017800	0.0088
23_noVmin	10	42	0.6400	0.016500	0.0075
23_noVmin	10	42	0.6500	0.017100	0.0071
23_noVmin	10	42	0.6600	0.017500	0.0065
23_noVmin	10	42	0.6700	0.017500	0.0055
23_noVmin	10	42	0.6800	0.018400	0.0054
23_noVmin	10	42	0.6900	0.018900	0.0049
23_noVmin	10	42	0.7000	0.020100	0.0041
23_noVmin	10	42	0.7100	0.023700	0.0037
23_noVmin	10	42	0.7200	0.027100	0.0031
23_noVmin	10	42	0.7300	0.030100	0.0031
23_noVmin	10	42	0.7400	0.032900	0.0029
23_noVmin	10	42	0.7500	0.035700	0.0027
23_noVmin	10	42	0.7600	0.036400	0.0024
23_noVmin	10	42	0.7700	0.040100	0.0021
23_noVmin	10	42	0.7800	0.043000	0.0020
23_noVmin	10	42	0.7900	0.046000	0.0020
23_noVmin	10	42	0.8000	0.046600	0.0016
23_noVmin	10	42	0.8100	0.049200	0.0012
23_noVmin	10	42	0.8200	0.053900	0.0009
23_noVmin	10	42	0.8300	0.058800	0.0008
23_noVmin	10	42	0.8400	0.062700	0.0007
23_noVmin	10	42	0.8500	0.064600	0.0006
23_noVmin	10	42	0.8600	0.069500	0.0005
23_noVmin	10	42	0.8700	0.073400	0.0004
23_noVmin	10	42	0.8800	0.078300	0.0003
23_noVmin	10	42	0.8900	0.084300	0.0003
23_noVmin	10	42	0.9000	0.087300	0.0003
23_noVmin	10	42	0.9100	0.092300	0.0003
23_noVmin	10	42	0.9200	0.096300	0.0003
23_noVmin	10	42	0.9300	0.100000	0.0000
23_noVmin	10	42	0.9400	0.113000	0.0000
23_noVmin	10	42	0.9500	0.117000	0.0000
23_noVmin	10	42	0.9600	0.121000	0.0000
23_noVmin	10	42	0.9700	0.132000	0.0000
23_noVmin	10	42	0.9800	0.138000	0.0000
23_noVmin	10	42	0.9900	0.144000	0.0000
23_noVmin	10	42	1.0000	0.144000	0.0000
23_noVmin	100	42	0.0100	0.972400	0.9724
23_noVmin	100	42	0.0200	0.931400	0.9314
23_noVmin	100	42	0.0300	0.878300	0.8783
23_noVmin	100	42	0.0400	0.819300	0.8193
23_noVmin	100	42	0.0500	0.757200	0.7572
23_noVmin	100	42	0.0600	0.693700	0.6937
23_noVmin	100	42	0.0700	0.634400	0.6344
23_noVmin	100	42	0.0800	0.586300	0.5863
23_noVmin	100	42	0.0900	0.534400	0.5344
23_noVmin	100	42	0.1000	0.488900	0.4889
23_noVmin	100	42	0.1100	0.446100	0.4461
23_noVmin	100	42	0.1200	0.408200	0.4082
23_noVmin	100	42	0.1300	0.376200	0.3762
23_noVmin	100	42	0.1400	0.344200	0.3442
23_noVmin	100	42	0.1500	0.312800	0.3128
23_noVmin	100	42	0.1600	0.285300	0.2853
23_noVmin	100	42	0.1700	0.259200	0.2592
23_noVmin	100	42	0.1800	0.236700	0.2367
23_noVmin	100	42	0.1900	0.216300	0.2163
23_noVmin	100	42	0.2000	0.199200	0.1992
23_noVmin	100	42	0.2100	0.182100	0.1821
23_noVmin	100	42	0.2200	0.168200	0.1682
23_noVmin	100	42	0.2300	0.154900	0.1549
23_noVmin	100	42	0.2400	0.142600	0.1426
23_noVmin	100	42	0.2500	0.132400	0.1324
23_noVmin	100	42	0.2600	0.121900	0.1219
23_noVmin	100	42	0.2700	0.111400	0.1114
23_noVmin	100	42	0.2800	0.104200	0.1042
23_noVmin	100	42	0.2900	0.095800	0.0958
23_noVmin	100	42	0.3000	0.086600	0.0866
23_noVmin	100	42	0.3100	0.079100	0.0791
23_noVmin	100	42	0.3200	0.072300	0.0723
23_noVmin	100	42	0.3300	0.067300	0.0673
23_noVmin	100	42	0.3400	0.061500	0.0615
23_noVmin	100	42	0.3500	0.056900	0.0569
23_noVmin	100	42	0.3600	0.052500	0.0525
23_noVmin	100	42	0.3700	0.048800	0.0488
23_noVmin	100	42	0.3800	0.045200	0.0452
23_noVmin	100	42	0.3900	0.040900	0.0409
23_noVmin	100	42	0.4000	0.038500	0.0385
23_noVmin	100	42	0.4100	0.035100	0.0351
23_noVmin	100	42	0.4200	0.032900	0.0329
23_noVmin	100	42	0.4300	0.030900	0.0309
23_noVmin	100	42	0.4400	0.028800	0.0288
23_noVmin	100	42	0.4500	0.027500	0.0275
23_noVmin	100	42	0.4600	0.025600	0.0256
23_noVmin	100	42	0.4700	0.024200	0.0242
23_noVmin	100	42	0.4800	0.023300	0.0233
23_noVmin	100	42	0.4900	0.021600	0.0216
23_noVmin	100	42	0.5000	0.020000	0.0200
23_noVmin	100	42	0.5100	0.029200	0.0192
23_noVmin	100	42	0.5200	0.028000	0.0180
23_noVmin	100	42	0.5300	0.027000	0.0170
23_noVmin	100	42	0.5400	0.026000	0.0160
23_noVmin	100	42	0.5500	0.024400	0.0144
23_noVmin	100	42	0.5600	0.033800	0.0138
23_noVmin	100	42	0.5700	0.042900	0.0129
23_noVmin	100	42	0.5800	0.042300	0.0123
23_noVmin	100	42	0.5900	0.041600	0.0116
23_noVmin	100	42	0.6000	0.050800	0.0108
23_noVmin	100	42	0.6100	0.060200	0.0102
23_noVmin	100	42	0.6200	0.059300	0.0093
23_noVmin	100	42	0.6300	0.098800	0.0088
23_noVmin	100	42	0.6400	0.097500	0.0075
23_noVmin	100	42	0.6500	0.107100	0.0071
23_noVmin	100	42	0.6600	0.116500	0.0065
23_noVmin	100	42	0.6700	0.125500	0.0055
23_noVmin	100	42	0.6800	0.135400	0.0054
23_noVmin	100	42	0.6900	0.144900	0.0049
23_noVmin	100	42	0.7000	0.164100	0.0041
23_noVmin	100	42	0.7100	0.203700	0.0037
23_noVmin	100	42	0.7200	0.243100	0.0031
23_noVmin	100	42	0.7300	0.273100	0.0031
23_noVmin	100	42	0.7400	0.302900	0.0029
23_noVmin	100	42	0.7500	0.332700	0.0027
23_noVmin	100	42	0.7600	0.342400	0.0024
23_noVmin	100	42	0.7700	0.382100	0.0021
23_noVmin	100	42	0.7800	0.412000	0.0020
23_noVmin	100	42	0.7900	0.442000	0.0020
23_noVmin	100	42	0.8000	0.451600	0.0016
23_noVmin	100	42	0.8100	0.481200	0.0012
23_noVmin	100	42	0.8200	0.530900	0.0009
23_noVmin	100	42	0.8300	0.580800	0.0008
23_noVmin	100	42	0.8400	0.620700	0.0007
23_noVmin	100	42	0.8500	0.640600	0.0006
23_noVmin	100	42	0.8600	0.690500	0.0005
23_noVmin	100	42	0.8700	0.730400	0.0004
23_noVmin	100	42	0.8800	0.780300	0.0003
23_noVmin	100	42	0.8900	0.840300	0.0003
23_noVmin	100	42	0.9000	0.870300	0.0003
23_noVmin	100	42	0.9100	0.920300	0.0003
23_noVmin	100	42	0.9200	0.960300	0.0003
23_noVmin	100	42	0.9300	1.000000	0.0000
23_noVmin	100	42	0.9400	1.130000	0.0000
23_noVmin	100	42	0.9500	1.170000	0.0000
23_noVmin	100	42	0.9600	1.210000	0.0000
23_noVmin	100	42	0.9700	1.320000	0.0000
23_noVmin	100	42	0.9800	1.380000	0.0000
23_noVmin	100	42	0.9900	1.440000	0.0000
23_noVmin	100	42	1.0000	1.440000	0.0000
23_noVmin	1000	42	0.0100	0.972400	0.9724
23_noVmin	1000	42	0.0200	0.931400	0.9314
23_noVmin	1000	42	0.0300	0.878300	0.8783
23_noVmin	1000	42	0.0400	0.819300	0.8193
23_noVmin	1000	42	0.0500	0.757200	0.7572
23_noVmin	1000	42	0.0600	0.693700	0.6937
23_noVmin	1000	42	0.0700	0.634400	0.6344
23_noVmin	1000	42	0.0800	0.586300	0.5863
23_noVmin	1000	42	0.0900	0.534400	0.5344
23_noVmin	1000	42	0.1000	0.488900	0.4889
23_noVmin	1000	42	0.1100	0.446100	0.4461
23_noVmin	1000	42	0.1200	0.408200	0.4082
23_noVmin	1000	42	0.1300	0.376200	0.3762
23_noVmin	1000	42	0.1400	0.344200	0.3442
23_noVmin	1000	42	0.1500	0.312800	0.3128
23_noVmin	1000	42	0.1600	0.285300	0.2853
23_noVmin	1000	42	0.1700	0.259200	0.2592
23_noVmin	1000	42	0.1800	0.236700	0.2367
23_noVmin	1000	42	0.1900	0.216300	0.2163
23_noVmin	1000	42	0.2000	0.199200	0.1992
23_noVmin	1000	42	0.2100	0.182100	0.1821
23_noVmin	1000	42	0.2200	0.168200	0.1682
23_noVmin	1000	42	0.2300	0.154900	0.1549
23_noVmin	1000	42	0.2400	0.142600	0.1426
23_noVmin	1000	42	0.2500	0.132400	0.1324
23_noVmin	1000	42	0.2600	0.121900	0.1219
23_noVmin	1000	42	0.2700	0.111400	0.1114
23_noVmin	1000	42	0.2800	0.104200	0.1042
23_noVmin	1000	42	0.2900	0.095800	0.0958
23_noVmin	1000	42	0.3000	0.086600	0.0866
23_noVmin	1000	42	0.3100	0.079100	0.0791
23_noVmin	1000	42	0.3200	0.072300	0.0723
23_noVmin	1000	42	0.3300	0.067300	0.0673
23_noVmin	1000	42	0.3400	0.061500	0.0615
23_noVmin	1000	42	0.3500	0.056900	0.0569
23_noVmin	1000	42	0.3600	0.052500	0.0525
23_noVmin	1000	42	0.3700	0.048800	0.0488
23_noVmin	1000	42	0.3800	0.045200	0.0452
23_noVmin	1000	42	0.3900	0.040900	0.0409
23_noVmin	1000	42	0.4000	0.038500	0.0385
23_noVmin	1000	42	0.4100	0.035100	0.0351
23_noVmin	1000	42	0.4200	0.032900	0.0329
23_noVmin	1000	42	0.4300	0.030900	0.0309
23_noVmin	1000	42	0.4400	0.028800	0.0288
23_noVmin	1000	42	0.4500	0.027500	0.0275
23_noVmin	1000	42	0.4600	0.025600	0.0256
23_noVmin	1000	42	0.4700	0.024200	0.0242
23_noVmin	1000	42	0.4800	0.023300	0.0233
23_noVmin	1000	42	0.4900	0.021600	0.0216
23_noVmin	1000	42	0.5000	0.020000	0.0200
23_noVmin	1000	42	0.5100	0.119200	0.0192
23_noVmin	1000	42	0.5200	0.118000	0.0180
23_noVmin	1000	42	0.5300	0.117000	0.0170
23_noVmin	1000	42	0.5400	0.116000	0.0160
23_noVmin	1000	42	0.5500	0.114400	0.0144
23_noVmin	1000	42	0.5600	0.213800	0.0138
23_noVmin	1000	42	0.5700	0.312900	0.0129
23_noVmin	1000	42	0.5800	0.312300	0.0123
23_noVmin	1000	42	0.5900	0.311600	0.0116
23_noVmin	1000	42	0.6000	0.410800	0.0108
23_noVmin	1000	42	0.6100	0.510200	0.0102
23_noVmin	1000	42	0.6200	0.509300	0.0093
23_noVmin	1000	42	0.6300	0.908800	0.0088
23_noVmin	1000	42	0.6400	0.907500	0.0075
23_noVmin	1000	42	0.6500	1.007100	0.0071
23_noVmin	1000	42	0.6600	1.106500	0.0065
23_noVmin	1000	42	0.6700	1.205500	0.0055
23_noVmin	1000	42	0.6800	1.305400	0.0054
23_noVmin	1000	42	0.6900	1.404900	0.0049
23_noVmin	1000	42	0.7000	1.604100	0.0041
23_noVmin	1000	42	0.7100	2.003700	0.0037
23_noVmin	1000	42	0.7200	2.403100	0.0031
23_noVmin	1000	42	0.7300	2.703100	0.0031
23_noVmin	1000	42	0.7400	3.002900	0.0029
23_noVmin	1000	42	0.7500	3.302700	0.0027
23_noVmin	1000	42	0.7600	3.402400	0.0024
23_noVmin	1000	42	0.7700	3.802100	0.0021
23_noVmin	1000	42	0.7800	4.102000	0.0020
23_noVmin	1000	42	0.7900	4.402000	0.0020
23_noVmin	1000	42	0.8000	4.501600	0.0016
23_noVmin	1000	42	0.8100	4.801200	0.0012
23_noVmin	1000	42	0.8200	5.300900	0.0009
23_noVmin	1000	42	0.8300	5.800800	0.0008
23_noVmin	1000	42	0.8400	6.200700	0.0007
23_noVmin	1000	42	0.8500	6.400600	0.0006
23_noVmin	1000	42	0.8600	6.900500	0.0005
23_noVmin	1000	42	0.8700	7.300400	0.0004
23_noVmin	1000	42	0.8800	7.800300	0.0003
23_noVmin	1000	42	0.8900	8.400300	0.0003
23_noVmin	1000	42	0.9000	8.700300	0.0003
23_noVmin	1000	42	0.9100	9.200300	0.0003
23_noVmin	1000	42	0.9200	9.600300	0.0003
23_noVmin	1000	42	0.9300	10.000000	0.0000
23_noVmin	1000	42	0.9400	11.300000	0.0000
23_noVmin	1000	42	0.9500	11.700000	0.0000
23_noVmin	1000	42	0.9600	12.100000	0.0000
23_noVmin	1000	42	0.9700	13.200000	0.0000
23_noVmin	1000	42	0.9800	13.800000	0.0000
23_noVmin	1000	42	0.9900	14.400000	0.0000
23_noVmin	1000	42	1.0000	14.400000	0.0000
23_noVmin	1	179	0.0100	0.971100	0.9711
23_noVmin	1	179	0.0200	0.925600	0.9256
23_noVmin	1	179	0.0300	0.867500	0.8675
23_noVmin	1	179	0.0400	0.798800	0.7988
23_noVmin	1	179	0.0500	0.735800	0.7358
23_noVmin	1	179	0.0600	0.671100	0.6711
23_noVmin	1	179	0.0700	0.613100	0.6131
23_noVmin	1	179	0.0800	0.557900	0.5579
23_noVmin	1	179	0.0900	0.508500	0.5085
23_noVmin	1	179	0.1000	0.460100	0.4601
23_noVmin	1	179	0.1100	0.419400	0.4194
23_noVmin	1	179	0.1200	0.380500	0.3805
23_noVmin	1	179	0.1300	0.346600	0.3466
23_noVmin	1	179	0.1400	0.313500	0.3135
23_noVmin	1	179	0.1500	0.286700	0.2867
23_noVmin	1	179	0.1600	0.261000	0.2610
23_noVmin	1	179	0.1700	0.240000	0.2400
23_noVmin	1	179	0.1800	0.221100	0.2211
23_noVmin	1	179	0.1900	0.202600	0.2026
23_noVmin	1	179	0.2000	0.185100	0.1851
23_noVmin	1	179	0.2100	0.168900	0.1689
23_noVmin	1	179	0.2200	0.153900	0.1539
23_noVmin	1	179	0.2300	0.139800	0.1398
23_noVmin	1	179	0.2400	0.128100	0.1281
23_noVmin	1	179	0.2500	0.117400	0.1174
23_noVmin	1	179	0.2600	0.107100	0.1071
23_noVmin	1	179	0.2700	0.098800	0.0988
23_noVmin	1	179	0.2800	0.091000	0.0910
23_noVmin	1	179	0.2900	0.083000	0.0830
23_noVmin	1	179	0.3000	0.076600	0.0766
23_noVmin	1	179	0.3100	0.071300	0.0713
23_noVmin	1	179	0.3200	0.065600	0.0656
23_noVmin	1	179	0.3300	0.060500	0.0605
23_noVmin	1	179	0.3400	0.055800	0.0558
23_noVmin	1	179	0.3500	0.052000	0.0520
23_noVmin	1	179	0.3600	0.048400	0.0484
23_noVmin	1	179	0.3700	0.045400	0.0454
23_noVmin	1	179	0.3800	0.042700	0.0427
23_noVmin	1	179	0.3900	0.040300	0.0403
23_noVmin	1	179	0.4000	0.037600	0.0376
23_noVmin	1	179	0.4100	0.034000	0.0340
23_noVmin	1	179	0.4200	0.031200	0.0312
23_noVmin	1	179	0.4300	0.028700	0.0287
23_noVmin	1	179	0.4400	0.027100	0.0271
23_noVmin	1	179	0.4500	0.025000	0.0250
23_noVmin	1	179	0.4600	0.023300	0.0233
23_noVmin	1	179	0.4700	0.021100	0.0211
23_noVmin	1	179	0.4800	0.019000	0.0190
23_noVmin	1	179	0.4900	0.017600	0.0176
23_noVmin	1	179	0.5000	0.016500	0.0165
23_noVmin	1	179	0.5100	0.015000	0.0150
23_noVmin	1	179	0.5200	0.014200	0.0142
23_noVmin	1	179	0.5300	0.013400	0.0133
23_noVmin	1	179	0.5400	0.012200	0.0120
23_noVmin	1	179	0.5500	0.011400	0.0112
23_noVmin	1	179	0.5600	0.011200	0.0108
23_noVmin	1	179	0.5700	0.010700	0.0103
23_noVmin	1	179	0.5800	0.010100	0.0097
23_noVmin	1	179	0.5900	0.009800	0.0093
23_noVmin	1	179	0.6000	0.009200	0.0086
23_noVmin	1	179	0.6100	0.008800	0.0082
23_noVmin	1	179	0.6200	0.008100	0.0074
23_noVmin	1	179	0.6300	0.007800	0.0070
23_noVmin	1	179	0.6400	0.007400	0.0066
23_noVmin	1	179	0.6500	0.007300	0.0064
23_noVmin	1	179	0.6600	0.006500	0.0054
23_noVmin	1	179	0.6700	0.006400	0.0052
23_noVmin	1	179	0.6800	0.006000	0.0048
23_noVmin	1	179	0.6900	0.005600	0.0043
23_noVmin	1	179	0.7000	0.005100	0.0038
23_noVmin	1	179	0.7100	0.005200	0.0035
23_noVmin	1	179	0.7200	0.005200	0.0032
23_noVmin	1	179	0.7300	0.005000	0.0027
23_noVmin	1	179	0.7400	0.005000	0.0026
23_noVmin	1	179	0.7500	0.005000	0.0025
23_noVmin	1	179	0.7600	0.005000	0.0022
23_noVmin	1	179	0.7700	0.005600	0.0022
23_noVmin	1	179	0.7800	0.005300	0.0019
23_noVmin	1	179	0.7900	0.005100	0.0014
23_noVmin	1	179	0.8000	0.005000	0.0009
23_noVmin	1	179	0.8100	0.005400	0.0006
23_noVmin	1	179	0.8200	0.005700	0.0005
23_noVmin	1	179	0.8300	0.005900	0.0005
23_noVmin	1	179	0.8400	0.006200	0.0005
23_noVmin	1	179	0.8500	0.006700	0.0005
23_noVmin	1	179	0.8600	0.007000	0.0003
23_noVmin	1	179	0.8700	0.007400	0.0002
23_noVmin	1	179	0.8800	0.007900	0.0002
23_noVmin	1	179	0.8900	0.008200	0.0001
23_noVmin	1	179	0.9000	0.008500	0.0001
23_noVmin	1	179	0.9100	0.009100	0.0001
23_noVmin	1	179	0.9200	0.009500	0.0000
23_noVmin	1	179	0.9300	0.010000	0.0000
23_noVmin	1	179	0.9400	0.010600	0.0000
23_noVmin	1	179	0.9500	0.011200	0.0000
23_noVmin	1	179	0.9600	0.011700	0.0000
23_noVmin	1	179	0.9700	0.013100	0.0000
23_noVmin	1	179	0.9800	0.013700	0.0000
23_noVmin	1	179	0.9900	0.014300	0.0000
23_noVmin	1	179	1.0000	0.014400	0.0000
23_noVmin	10	179	0.0100	0.971100	0.9711
23_noVmin	10	179	0.0200	0.925600	0.9256
23_noVmin	10	179	0.0300	0.867500	0.8675
23_noVmin	10	179	0.0400	0.798800	0.7988
23_noVmin	10	179	0.0500	0.735800	0.7358
23_noVmin	10	179	0.0600	0.671100	0.6711
23_noVmin	10	179	0.0700	0.613100	0.6131
23_noVmin	10	179	0.0800	0.557900	0.5579
23_noVmin	10	179	0.0900	0.508500	0.5085
23_noVmin	10	179	0.1000	0.460100	0.4601
23_noVmin	10	179	0.1100	0.419400	0.4194
23_noVmin	10	179	0.1200	0.380500	0.3805
23_noVmin	10	179	0.1300	0.346600	0.3466
23_noVmin	10	179	0.1400	0.313500	0.3135
23_noVmin	10	179	0.1500	0.286700	0.2867
23_noVmin	10	179	0.1600	0.261000	0.2610
23_noVmin	10	179	0.1700	0.240000	0.2400
23_noVmin	10	179	0.1800	0.221100	0.2211
23_noVmin	10	179	0.1900	0.202600	0.2026
23_noVmin	10	179	0.2000	0.185100	0.1851
23_noVmin	10	179	0.2100	0.168900	0.1689
23_noVmin	10	179	0.2200	0.153900	0.1539
23_noVmin	10	179	0.2300	0.139800	0.1398
23_noVmin	10	179	0.2400	0.128100	0.1281
23_noVmin	10	179	0.2500	0.117400	0.1174
23_noVmin	10	179	0.2600	0.107100	0.1071
23_noVmin	10	179	0.2700	0.098800	0.0988
23_noVmin	10	179	0.2800	0.091000	0.0910
23_noVmin	10	179	0.2900	0.083000	0.0830
23_noVmin	10	179	0.3000	0.076600	0.0766
23_noVmin	10	179	0.3100	0.071300	0.0713
23_noVmin	10	179	0.3200	0.065600	0.0656
23_noVmin	10	179	0.3300	0.060500	0.0605
23_noVmin	10	179	0.3400	0.055800	0.0558
23_noVmin	10	179	0.3500	0.052000	0.0520
23_noVmin	10	179	0.3600	0.048400	0.0484
23_noVmin	10	179	0.3700	0.045400	0.0454
23_noVmin	10	179	0.3800	0.042700	0.0427
23_noVmin	10	179	0.3900	0.040300	0.0403
23_noVmin	10	179	0.4000	0.037600	0.0376
23_noVmin	10	179	0.4100	0.034000	0.0340
23_noVmin	10	179	0.4200	0.031200	0.0312
23_noVmin	10	179	0.4300	0.028700	0.0287
23_noVmin	10	179	0.4400	0.027100	0.0271
23_noVmin	10	179	0.4500	0.025000	0.0250
23_noVmin	10	179	0.4600	0.023300	0.0233
23_noVmin	10	179	0.4700	0.021100	0.0211
23_noVmin	10	179	0.4800	0.019000	0.0190
23_noVmin	10	179	0.4900	0.017600	0.0176
23_noVmin	10	179	0.5000	0.016500	0.0165
23_noVmin	10	179	0.5100	0.015000	0.0150
23_noVmin	10	179	0.5200	0.014200	0.0142
23_noVmin	10	179	0.5300	0.014300	0.0133
23_noVmin	10	179	0.5400	0.014000	0.0120
23_noVmin	10	179	0.5500	0.013200	0.0112
23_noVmin	10	179	0.5600	0.014800	0.0108
23_noVmin	10	179	0.5700	0.014300	0.0103
23_noVmin	10	179	0.5800	0.013700	0.0097
23_noVmin	10	179	0.5900	0.014300	0.0093
23_noVmin	10	179	0.6000	0.014600	0.0086
23_noVmin	10	179	0.6100	0.014200	0.0082
23_noVmin	10	179	0.6200	0.014400	0.0074
23_noVmin	10	179	0.6300	0.015000	0.0070
23_noVmin	10	179	0.6400	0.014600	0.0066
23_noVmin	10	179	0.6500	0.015400	0.0064
23_noVmin	10	179	0.6600	0.016400	0.0054
23_noVmin	10	179	0.6700	0.017200	0.0052
23_noVmin	10	179	0.6800	0.016800	0.0048
23_noVmin	10	179	0.6900	0.017300	0.0043
23_noVmin	10	179	0.7000	0.016800	0.0038
23_noVmin	10	179	0.7100	0.020500	0.0035
23_noVmin	10	179	0.7200	0.023200	0.0032
23_noVmin	10	179	0.7300	0.025700	0.0027
23_noVmin	10	179	0.7400	0.026600	0.0026
23_noVmin	10	179	0.7500	0.027500	0.0025
23_noVmin	10	179	0.7600	0.030200	0.0022
23_noVmin	10	179	0.7700	0.036200	0.0022
23_noVmin	10	179	0.7800	0.035900	0.0019
23_noVmin	10	179	0.7900	0.038400	0.0014
23_noVmin	10	179	0.8000	0.041900	0.0009
23_noVmin	10	179	0.8100	0.048600	0.0006
23_noVmin	10	179	0.8200	0.052500	0.0005
23_noVmin	10	179	0.8300	0.054500	0.0005
23_noVmin	10	179	0.8400	0.057500	0.0005
23_noVmin	10	179	0.8500	0.062500	0.0005
23_noVmin	10	179	0.8600	0.067300	0.0003
23_noVmin	10	179	0.8700	0.072200	0.0002
23_noVmin	10	179	0.8800	0.077200	0.0002
23_noVmin	10	179	0.8900	0.081100	0.0001
23_noVmin	10	179	0.9000	0.084100	0.0001
23_noVmin	10	179	0.9100	0.090100	0.0001
23_noVmin	10	179	0.9200	0.095000	0.0000
23_noVmin	10	179	0.9300	0.100000	0.0000
23_noVmin	10	179	0.9400	0.106000	0.0000
23_noVmin	10	179	0.9500	0.112000	0.0000
23_noVmin	10	179	0.9600	0.117000	0.0000
23_noVmin	10	179	0.9700	0.131000	0.0000
23_noVmin	10	179	0.9800	0.137000	0.0000
23_noVmin	10	179	0.9900	0.143000	0.0000
23_noVmin	10	179	1.0000	0.144000	0.0000
23_noVmin	100	179	0.0100	0.971100	0.9711
23_noVmin	100	179	0.0200	0.925600	0.9256
23_noVmin	100	179	0.0300	0.867500	0.8675
23_noVmin	100	179	0.0400	0.798800	0.7988
23_noVmin	100	179	0.0500	0.735800	0.7358
23_noVmin	100	179	0.0600	0.671100	0.6711
23_noVmin	100	179	0.0700	0.613100	0.6131
23_noVmin	100	179	0.0800	0.557900	0.5579
23_noVmin	100	179	0.0900	0.508500	0.5085
23_noVmin	100	179	0.1000	0.460100	0.4601
23_noVmin	100	179	0.1100	0.419400	0.4194
23_noVmin	100	179	0.1200	0.380500	0.3805
23_noVmin	100	179	0.1300	0.346600	0.3466
23_noVmin	100	179	0.1400	0.313500	0.3135
23_noVmin	100	179	0.1500	0.286700	0.2867
23_noVmin	100	179	0.1600	0.261000	0.2610
23_noVmin	100	179	0.1700	0.240000	0.2400
23_noVmin	100	179	0.1800	0.221100	0.2211
23_noVmin	100	179	0.1900	0.202600	0.2026
23_noVmin	100	179	0.2000	0.185100	0.1851
23_noVmin	100	179	0.2100	0.168900	0.1689
23_noVmin	100	179	0.2200	0.153900	0.1539
23_noVmin	100	179	0.2300	0.139800	0.1398
23_noVmin	100	179	0.2400	0.128100	0.1281
23_noVmin	100	179	0.2500	0.117400	0.1174
23_noVmin	100	179	0.2600	0.107100	0.1071
23_noVmin	100	179	0.2700	0.098800	0.0988
23_noVmin	100	179	0.2800	0.091000	0.0910
23_noVmin	100	179	0.2900	0.083000	0.0830
23_noVmin	100	179	0.3000	0.076600	0.0766
23_noVmin	100	179	0.3100	0.071300	0.0713
23_noVmin	100	179	0.3200	0.065600	0.0656
23_noVmin	100	179	0.3300	0.060500	0.0605
23_noVmin	100	179	0.3400	0.055800	0.0558
23_noVmin	100	179	0.3500	0.052000	0.0520
23_noVmin	100	179	0.3600	0.048400	0.0484
23_noVmin	100	179	0.3700	0.045400	0.0454
23_noVmin	100	179	0.3800	0.042700	0.0427
23_noVmin	100	179	0.3900	0.040300	0.0403
23_noVmin	100	179	0.4000	0.037600	0.0376
23_noVmin	100	179	0.4100	0.034000	0.0340
23_noVmin	100	179	0.4200	0.031200	0.0312
23_noVmin	100	179	0.4300	0.028700	0.0287
23_noVmin	100	179	0.4400	0.027100	0.0271
23_noVmin	100	179	0.4500	0.025000	0.0250
23_noVmin	100	179	0.4600	0.023300	0.0233
23_noVmin	100	179	0.4700	0.021100	0.0211
23_noVmin	100	179	0.4800	0.019000	0.0190
23_noVmin	100	179	0.4900	0.017600	0.0176
23_noVmin	100	179	0.5000	0.016500	0.0165
23_noVmin	100	179	0.5100	0.015000	0.0150
23_noVmin	100	179	0.5200	0.014200	0.0142
23_noVmin	100	179	0.5300	0.023300	0.0133
