method	step	prompt	k	p_hat	regime	zvf_step	is_sat_band	g_baseline	g_zvf70	g_dual	g_hybrid	zvf_baseline	zvf_zvf70	zvf_dual	zvf_hybrid
gift	8	9	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	8	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	8	11	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	8	12	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	8	13	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	8	14	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	8	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	3	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	9	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	5	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	9	6	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	9	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	8	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	9	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	11	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	9	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	13	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	9	14	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	9	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	10	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	4	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	10	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	6	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	10	7	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	10	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	9	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	10	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	10	14	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	10	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	11	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	1	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	11	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	5	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	11	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	7	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	11	8	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	9	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	11	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	11	12	2	0.25	mid	0.625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	11	13	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	11	14	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	11	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	12	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	2	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	12	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	9	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	12	10	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	12	11	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	12	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	14	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	12	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	13	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	1	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	2	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	3	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	4	5	0.625	mid	0.5625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	13	5	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	13	6	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	7	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	8	3	0.375	mid	0.5625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	13	9	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	13	10	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	13	11	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	13	12	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	13	13	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	13	14	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	13	15	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	14	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	9	5	0.625	mid	0.8125	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	14	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	11	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	14	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	14	14	4	0.5	mid	0.8125	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	14	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	15	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	1	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	15	2	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	15	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	4	3	0.375	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	15	5	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	6	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	15	7	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	15	8	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	10	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	15	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	13	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	14	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	15	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	2	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	16	3	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	16	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	5	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	7	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	16	8	2	0.25	mid	0.625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	16	9	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	16	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	11	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	16	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	16	13	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	16	14	3	0.375	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	16	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	17	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	7	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	17	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	9	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	17	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	17	13	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	17	14	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	17	15	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	18	0	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	18	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	18	2	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	18	3	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	18	4	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	18	5	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	18	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	18	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	18	8	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	18	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	18	10	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	18	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	18	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	18	13	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	18	14	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	18	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	19	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	5	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	19	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	7	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	19	8	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	19	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	19	13	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	19	14	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
gift	19	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	20	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	1	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	10	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	20	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	20	12	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	20	13	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	20	14	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	20	15	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	21	0	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	21	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	7	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	21	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	11	1	0.125	boundary	0.75	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
gift	21	12	3	0.375	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	21	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	14	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	21	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	0	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	1	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	2	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	3	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	4	3	0.375	mid	0.875	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	22	5	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	6	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	7	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	8	0	0.0	saturated	0.875	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	22	9	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	10	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	11	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	12	7	0.875	boundary	0.875	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	22	13	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	14	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	22	15	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	0	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	1	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	2	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	3	7	0.875	boundary	0.875	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	23	4	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	5	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	6	3	0.375	mid	0.875	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	23	7	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	8	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	9	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	10	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	11	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	12	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	13	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	14	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	23	15	0	0.0	saturated	0.875	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	24	0	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	1	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	2	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	3	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	4	1	0.125	boundary	0.875	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
gift	24	5	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	6	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	7	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	8	7	0.875	boundary	0.875	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	24	9	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	10	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	11	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	12	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	13	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	14	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	24	15	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	2	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	25	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	6	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	25	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	12	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	25	13	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	25	14	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	25	15	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	26	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	26	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	26	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	26	3	1	0.125	boundary	0.8125	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
gift	26	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	26	5	3	0.375	mid	0.8125	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	26	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	26	7	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	26	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	26	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
