method	step	prompt	k	p_hat	regime	zvf_step	is_sat_band	g_baseline	g_zvf70	g_dual	g_hybrid	zvf_baseline	zvf_zvf70	zvf_dual	zvf_hybrid
grpo	34	15	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	35	0	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	1	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	2	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	3	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	4	0	0.0	saturated	0.9375	True	8	16	16	4	1.0	1.0	1.0	1.0
grpo	35	5	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	6	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	7	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	8	0	0.0	saturated	0.9375	True	8	16	16	4	1.0	1.0	1.0	1.0
grpo	35	9	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	10	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	11	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	12	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	13	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	35	14	6	0.75	mid	0.9375	True	8	16	8	4	0.1001	0.01	0.1001	0.3203
grpo	35	15	8	1.0	saturated	0.9375	True	8	16	2	4	1.0	1.0	1.0	1.0
grpo	36	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	2	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
grpo	36	3	5	0.625	mid	0.8125	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
grpo	36	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	11	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
grpo	36	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	13	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
grpo	36	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	36	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	1	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
grpo	37	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	6	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
grpo	37	7	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
grpo	37	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	10	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
grpo	37	11	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
grpo	37	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	14	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	37	15	1	0.125	boundary	0.75	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
grpo	38	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	1	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
grpo	38	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	3	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
grpo	38	4	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
grpo	38	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	10	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
grpo	38	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	38	13	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
grpo	38	14	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
grpo	38	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
grpo	39	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	2	3	0.375	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
grpo	39	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	4	1	0.125	boundary	0.75	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
grpo	39	5	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
grpo	39	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	8	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
grpo	39	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	14	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
grpo	39	15	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	0	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	1	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	0	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	7	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	0	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	9	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	0	10	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	0	11	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	0	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	13	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	0	14	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	0	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	0	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	1	1	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	1	2	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	1	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	9	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	1	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	13	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	1	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	1	15	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	2	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	4	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	2	5	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	2	6	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	2	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	9	1	0.125	boundary	0.8125	False	8	16	16	16	0.3436	0.1181	0.1181	0.1181
aero	2	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	2	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	3	0	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	3	1	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	4	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	3	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	6	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	3	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	8	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	3	9	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	3	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	3	13	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	3	14	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	3	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	4	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	1	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	4	2	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	4	3	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	4	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	13	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	4	14	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	4	15	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	5	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	1	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	5	2	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	5	3	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	5	4	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	5	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	6	1	0.125	boundary	0.5625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	5	7	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	5	8	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	5	9	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	10	3	0.375	mid	0.5625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	5	11	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	5	12	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	13	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	14	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	5	15	1	0.125	boundary	0.5625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	6	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	1	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
aero	6	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	3	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	6	4	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	6	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	10	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	6	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	6	13	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	6	14	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	6	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	7	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	1	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	7	2	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	7	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	4	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	7	5	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	7	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	8	3	0.375	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	7	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	12	4	0.5	mid	0.625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	7	13	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	7	14	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	7	15	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	8	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	1	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	3	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	8	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	7	3	0.375	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	8	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	9	3	0.375	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	8	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	8	12	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	8	13	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	8	14	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	8	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	3	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	9	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	5	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	6	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	9	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	8	3	0.375	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	9	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	11	2	0.25	mid	0.625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	9	12	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	9	13	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	9	14	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	9	15	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	10	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	1	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	2	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	10	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	6	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	10	7	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	10	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	9	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	10	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	10	14	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	10	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	11	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	1	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	11	2	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	3	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	4	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	5	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	11	6	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	7	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	11	8	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	9	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	11	10	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	11	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	11	12	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	11	13	1	0.125	boundary	0.5625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	11	14	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	11	15	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	1	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	12	2	3	0.375	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	12	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	7	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	12	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	12	10	2	0.25	mid	0.6875	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
aero	12	11	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
