method	step	prompt_index	k_p_at_G8	boundary_at_G8	tau	G_N	y_at_G8	y_at_G_N	restored
gift	33	4	8	1	0.7	16	0.0	0.0	0.0
gift	33	5	8	1	0.7	16	0.0	0.0	0.0
gift	33	6	8	1	0.7	16	0.0	0.0	0.0
gift	33	7	7	0	0.7	16	0.6564	0.8819	0.2255
gift	33	8	8	1	0.7	16	0.0	0.0	0.0
gift	33	9	8	1	0.7	16	0.0	0.0	0.0
gift	33	10	8	1	0.7	16	0.0	0.0	0.0
gift	33	11	8	1	0.7	16	0.0	0.0	0.0
gift	33	12	8	1	0.7	16	0.0	0.0	0.0
gift	33	13	8	1	0.7	16	0.0	0.0	0.0
gift	33	14	8	1	0.7	16	0.0	0.0	0.0
gift	33	15	0	1	0.7	16	0.0	0.0	0.0
gift	34	0	8	1	0.7	16	0.0	0.0	0.0
gift	34	1	8	1	0.7	16	0.0	0.0	0.0
gift	34	2	8	1	0.7	16	0.0	0.0	0.0
gift	34	3	8	1	0.7	16	0.0	0.0	0.0
gift	34	4	8	1	0.7	16	0.0	0.0	0.0
gift	34	5	8	1	0.7	16	0.0	0.0	0.0
gift	34	6	0	1	0.7	16	0.0	0.0	0.0
gift	34	7	8	1	0.7	16	0.0	0.0	0.0
gift	34	8	8	1	0.7	16	0.0	0.0	0.0
gift	34	9	8	1	0.7	16	0.0	0.0	0.0
gift	34	10	8	1	0.7	16	0.0	0.0	0.0
gift	34	11	8	1	0.7	16	0.0	0.0	0.0
gift	34	12	8	1	0.7	16	0.0	0.0	0.0
gift	34	13	8	1	0.7	16	0.0	0.0	0.0
gift	34	14	8	1	0.7	16	0.0	0.0	0.0
gift	34	15	8	1	0.7	16	0.0	0.0	0.0
gift	35	0	8	1	0.7	16	0.0	0.0	0.0
gift	35	1	8	1	0.7	16	0.0	0.0	0.0
gift	35	2	8	1	0.7	16	0.0	0.0	0.0
gift	35	3	8	1	0.7	16	0.0	0.0	0.0
gift	35	4	0	1	0.7	16	0.0	0.0	0.0
gift	35	5	8	1	0.7	16	0.0	0.0	0.0
gift	35	6	8	1	0.7	16	0.0	0.0	0.0
gift	35	7	8	1	0.7	16	0.0	0.0	0.0
gift	35	8	0	1	0.7	16	0.0	0.0	0.0
gift	35	9	8	1	0.7	16	0.0	0.0	0.0
gift	35	10	8	1	0.7	16	0.0	0.0	0.0
gift	35	11	8	1	0.7	16	0.0	0.0	0.0
gift	35	12	8	1	0.7	16	0.0	0.0	0.0
gift	35	13	8	1	0.7	16	0.0	0.0	0.0
gift	35	14	1	0	0.7	16	0.6564	0.8819	0.2255
gift	35	15	8	1	0.7	16	0.0	0.0	0.0
gift	36	0	4	0	0.7	16	0.9922	1.0	0.0078
gift	36	1	8	1	0.7	16	0.0	0.0	0.0
gift	36	2	0	1	0.7	16	0.0	0.0	0.0
gift	36	3	8	1	0.7	16	0.0	0.0	0.0
gift	36	4	8	1	0.7	16	0.0	0.0	0.0
gift	36	5	8	1	0.7	16	0.0	0.0	0.0
gift	36	6	8	1	0.7	16	0.0	0.0	0.0
gift	36	7	8	1	0.7	16	0.0	0.0	0.0
gift	36	8	8	1	0.7	16	0.0	0.0	0.0
gift	36	9	8	1	0.7	16	0.0	0.0	0.0
gift	36	10	8	1	0.7	16	0.0	0.0	0.0
gift	36	11	8	1	0.7	16	0.0	0.0	0.0
gift	36	12	8	1	0.7	16	0.0	0.0	0.0
gift	36	13	8	1	0.7	16	0.0	0.0	0.0
gift	36	14	8	1	0.7	16	0.0	0.0	0.0
gift	36	15	8	1	0.7	16	0.0	0.0	0.0
gift	37	0	8	1	0.7	16	0.0	0.0	0.0
gift	37	1	0	1	0.7	16	0.0	0.0	0.0
gift	37	2	5	0	0.7	16	0.9763	0.9995	0.0231
gift	37	3	8	1	0.7	16	0.0	0.0	0.0
gift	37	4	8	1	0.7	16	0.0	0.0	0.0
gift	37	5	8	1	0.7	16	0.0	0.0	0.0
gift	37	6	8	1	0.7	16	0.0	0.0	0.0
gift	37	7	7	0	0.7	16	0.6564	0.8819	0.2255
gift	37	8	8	1	0.7	16	0.0	0.0	0.0
gift	37	9	8	1	0.7	16	0.0	0.0	0.0
gift	37	10	8	1	0.7	16	0.0	0.0	0.0
gift	37	11	0	1	0.7	16	0.0	0.0	0.0
gift	37	12	8	1	0.7	16	0.0	0.0	0.0
gift	37	13	8	1	0.7	16	0.0	0.0	0.0
gift	37	14	8	1	0.7	16	0.0	0.0	0.0
gift	37	15	0	1	0.7	16	0.0	0.0	0.0
gift	38	0	8	1	0.7	16	0.0	0.0	0.0
gift	38	1	8	1	0.7	16	0.0	0.0	0.0
gift	38	2	8	1	0.7	16	0.0	0.0	0.0
gift	38	3	0	1	0.7	16	0.0	0.0	0.0
gift	38	4	3	0	0.7	16	0.9763	0.9995	0.0231
gift	38	5	8	1	0.7	16	0.0	0.0	0.0
gift	38	6	8	1	0.7	16	0.0	0.0	0.0
gift	38	7	8	1	0.7	16	0.0	0.0	0.0
gift	38	8	8	1	0.7	16	0.0	0.0	0.0
gift	38	9	8	1	0.7	16	0.0	0.0	0.0
gift	38	10	8	1	0.7	16	0.0	0.0	0.0
gift	38	11	8	1	0.7	16	0.0	0.0	0.0
gift	38	12	8	1	0.7	16	0.0	0.0	0.0
gift	38	13	0	1	0.7	16	0.0	0.0	0.0
gift	38	14	8	1	0.7	16	0.0	0.0	0.0
gift	38	15	8	1	0.7	16	0.0	0.0	0.0
gift	39	0	8	1	0.7	16	0.0	0.0	0.0
gift	39	1	8	1	0.7	16	0.0	0.0	0.0
gift	39	2	4	0	0.7	16	0.9922	1.0	0.0078
gift	39	3	8	1	0.7	16	0.0	0.0	0.0
gift	39	4	6	0	0.7	16	0.8999	0.99	0.0901
gift	39	5	8	1	0.7	16	0.0	0.0	0.0
gift	39	6	8	1	0.7	16	0.0	0.0	0.0
gift	39	7	8	1	0.7	16	0.0	0.0	0.0
gift	39	8	5	0	0.7	16	0.9763	0.9995	0.0231
gift	39	9	8	1	0.7	16	0.0	0.0	0.0
gift	39	10	8	1	0.7	16	0.0	0.0	0.0
gift	39	11	8	1	0.7	16	0.0	0.0	0.0
gift	39	12	8	1	0.7	16	0.0	0.0	0.0
gift	39	13	8	1	0.7	16	0.0	0.0	0.0
gift	39	14	8	1	0.7	16	0.0	0.0	0.0
gift	39	15	0	1	0.7	16	0.0	0.0	0.0
areal	5	0	8	1	0.7	16	0.0	0.0	0.0
areal	5	1	0	1	0.7	16	0.0	0.0	0.0
areal	5	2	7	0	0.7	16	0.6564	0.8819	0.2255
areal	5	3	8	1	0.7	16	0.0	0.0	0.0
areal	5	4	8	1	0.7	16	0.0	0.0	0.0
areal	5	5	8	1	0.7	16	0.0	0.0	0.0
areal	5	6	0	1	0.7	16	0.0	0.0	0.0
areal	5	7	3	0	0.7	16	0.9763	0.9995	0.0231
areal	5	8	7	0	0.7	16	0.6564	0.8819	0.2255
areal	5	9	8	1	0.7	16	0.0	0.0	0.0
areal	5	10	3	0	0.7	16	0.9763	0.9995	0.0231
areal	5	11	0	1	0.7	16	0.0	0.0	0.0
areal	5	12	8	1	0.7	16	0.0	0.0	0.0
areal	5	13	8	1	0.7	16	0.0	0.0	0.0
areal	5	14	8	1	0.7	16	0.0	0.0	0.0
areal	5	15	0	1	0.7	16	0.0	0.0	0.0
areal	7	0	8	1	0.7	16	0.0	0.0	0.0
areal	7	1	8	1	0.7	16	0.0	0.0	0.0
areal	7	2	0	1	0.7	16	0.0	0.0	0.0
areal	7	3	8	1	0.7	16	0.0	0.0	0.0
areal	7	4	0	1	0.7	16	0.0	0.0	0.0
areal	7	5	8	1	0.7	16	0.0	0.0	0.0
areal	7	6	8	1	0.7	16	0.0	0.0	0.0
areal	7	7	8	1	0.7	16	0.0	0.0	0.0
areal	7	8	1	0	0.7	16	0.6564	0.8819	0.2255
areal	7	9	8	1	0.7	16	0.0	0.0	0.0
areal	7	10	8	1	0.7	16	0.0	0.0	0.0
areal	7	11	8	1	0.7	16	0.0	0.0	0.0
areal	7	12	8	1	0.7	16	0.0	0.0	0.0
areal	7	13	7	0	0.7	16	0.6564	0.8819	0.2255
areal	7	14	8	1	0.7	16	0.0	0.0	0.0
areal	7	15	0	1	0.7	16	0.0	0.0	0.0
areal	12	0	8	1	0.7	16	0.0	0.0	0.0
areal	12	1	8	1	0.7	16	0.0	0.0	0.0
areal	12	2	5	0	0.7	16	0.9763	0.9995	0.0231
areal	12	3	8	1	0.7	16	0.0	0.0	0.0
areal	12	4	8	1	0.7	16	0.0	0.0	0.0
areal	12	5	8	1	0.7	16	0.0	0.0	0.0
areal	12	6	8	1	0.7	16	0.0	0.0	0.0
areal	12	7	8	1	0.7	16	0.0	0.0	0.0
areal	12	8	8	1	0.7	16	0.0	0.0	0.0
areal	12	9	8	1	0.7	16	0.0	0.0	0.0
areal	12	10	5	0	0.7	16	0.9763	0.9995	0.0231
areal	12	11	3	0	0.7	16	0.9763	0.9995	0.0231
areal	12	12	8	1	0.7	16	0.0	0.0	0.0
areal	12	13	8	1	0.7	16	0.0	0.0	0.0
areal	12	14	8	1	0.7	16	0.0	0.0	0.0
areal	12	15	8	1	0.7	16	0.0	0.0	0.0
areal	19	0	8	1	0.7	16	0.0	0.0	0.0
areal	19	1	6	0	0.7	16	0.8999	0.99	0.0901
areal	19	2	8	1	0.7	16	0.0	0.0	0.0
areal	19	3	8	1	0.7	16	0.0	0.0	0.0
areal	19	4	8	1	0.7	16	0.0	0.0	0.0
areal	19	5	2	0	0.7	16	0.8999	0.99	0.0901
areal	19	6	8	1	0.7	16	0.0	0.0	0.0
areal	19	7	0	1	0.7	16	0.0	0.0	0.0
areal	19	8	4	0	0.7	16	0.9922	1.0	0.0078
areal	19	9	8	1	0.7	16	0.0	0.0	0.0
areal	19	10	8	1	0.7	16	0.0	0.0	0.0
areal	19	11	8	1	0.7	16	0.0	0.0	0.0
areal	19	12	8	1	0.7	16	0.0	0.0	0.0
areal	19	13	4	0	0.7	16	0.9922	1.0	0.0078
areal	19	14	0	1	0.7	16	0.0	0.0	0.0
areal	19	15	8	1	0.7	16	0.0	0.0	0.0
areal	22	0	8	1	0.7	16	0.0	0.0	0.0
areal	22	1	8	1	0.7	16	0.0	0.0	0.0
areal	22	2	8	1	0.7	16	0.0	0.0	0.0
areal	22	3	7	0	0.7	16	0.6564	0.8819	0.2255
areal	22	4	4	0	0.7	16	0.9922	1.0	0.0078
areal	22	5	8	1	0.7	16	0.0	0.0	0.0
areal	22	6	8	1	0.7	16	0.0	0.0	0.0
areal	22	7	8	1	0.7	16	0.0	0.0	0.0
areal	22	8	1	0	0.7	16	0.6564	0.8819	0.2255
areal	22	9	8	1	0.7	16	0.0	0.0	0.0
areal	22	10	8	1	0.7	16	0.0	0.0	0.0
areal	22	11	8	1	0.7	16	0.0	0.0	0.0
areal	22	12	8	1	0.7	16	0.0	0.0	0.0
areal	22	13	8	1	0.7	16	0.0	0.0	0.0
areal	22	14	8	1	0.7	16	0.0	0.0	0.0
areal	22	15	8	1	0.7	16	0.0	0.0	0.0
areal	23	0	8	1	0.7	16	0.0	0.0	0.0
areal	23	1	8	1	0.7	16	0.0	0.0	0.0
areal	23	2	8	1	0.7	16	0.0	0.0	0.0
areal	23	3	7	0	0.7	16	0.6564	0.8819	0.2255
areal	23	4	6	0	0.7	16	0.8999	0.99	0.0901
areal	23	5	8	1	0.7	16	0.0	0.0	0.0
areal	23	6	3	0	0.7	16	0.9763	0.9995	0.0231
areal	23	7	8	1	0.7	16	0.0	0.0	0.0
areal	23	8	8	1	0.7	16	0.0	0.0	0.0
areal	23	9	8	1	0.7	16	0.0	0.0	0.0
areal	23	10	8	1	0.7	16	0.0	0.0	0.0
areal	23	11	8	1	0.7	16	0.0	0.0	0.0
areal	23	12	8	1	0.7	16	0.0	0.0	0.0
areal	23	13	8	1	0.7	16	0.0	0.0	0.0
areal	23	14	8	1	0.7	16	0.0	0.0	0.0
areal	23	15	0	1	0.7	16	0.0	0.0	0.0
areal	24	0	6	0	0.7	16	0.8999	0.99	0.0901
areal	24	1	8	1	0.7	16	0.0	0.0	0.0
areal	24	2	8	1	0.7	16	0.0	0.0	0.0
areal	24	3	8	1	0.7	16	0.0	0.0	0.0
areal	24	4	1	0	0.7	16	0.6564	0.8819	0.2255
areal	24	5	8	1	0.7	16	0.0	0.0	0.0
areal	24	6	8	1	0.7	16	0.0	0.0	0.0
areal	24	7	8	1	0.7	16	0.0	0.0	0.0
areal	24	8	8	1	0.7	16	0.0	0.0	0.0
areal	24	9	8	1	0.7	16	0.0	0.0	0.0
areal	24	10	8	1	0.7	16	0.0	0.0	0.0
areal	24	11	8	1	0.7	16	0.0	0.0	0.0
areal	24	12	8	1	0.7	16	0.0	0.0	0.0
areal	24	13	8	1	0.7	16	0.0	0.0	0.0
areal	24	14	8	1	0.7	16	0.0	0.0	0.0
areal	24	15	8	1	0.7	16	0.0	0.0	0.0
areal	26	0	8	1	0.7	16	0.0	0.0	0.0
areal	26	1	8	1	0.7	16	0.0	0.0	0.0
areal	26	2	8	1	0.7	16	0.0	0.0	0.0
areal	26	3	0	1	0.7	16	0.0	0.0	0.0
areal	26	4	5	0	0.7	16	0.9763	0.9995	0.0231
areal	26	5	0	1	0.7	16	0.0	0.0	0.0
areal	26	6	8	1	0.7	16	0.0	0.0	0.0
areal	26	7	6	0	0.7	16	0.8999	0.99	0.0901
areal	26	8	8	1	0.7	16	0.0	0.0	0.0
areal	26	9	8	1	0.7	16	0.0	0.0	0.0
areal	26	10	8	1	0.7	16	0.0	0.0	0.0
areal	26	11	8	1	0.7	16	0.0	0.0	0.0
areal	26	12	8	1	0.7	16	0.0	0.0	0.0
areal	26	13	8	1	0.7	16	0.0	0.0	0.0
areal	26	14	8	1	0.7	16	0.0	0.0	0.0
areal	26	15	8	1	0.7	16	0.0	0.0	0.0
areal	27	0	8	1	0.7	16	0.0	0.0	0.0
areal	27	1	8	1	0.7	16	0.0	0.0	0.0
areal	27	2	8	1	0.7	16	0.0	0.0	0.0
areal	27	3	8	1	0.7	16	0.0	0.0	0.0
areal	27	4	8	1	0.7	16	0.0	0.0	0.0
areal	27	5	8	1	0.7	16	0.0	0.0	0.0
areal	27	6	8	1	0.7	16	0.0	0.0	0.0
areal	27	7	8	1	0.7	16	0.0	0.0	0.0
areal	27	8	8	1	0.7	16	0.0	0.0	0.0
areal	27	9	8	1	0.7	16	0.0	0.0	0.0
areal	27	10	8	1	0.7	16	0.0	0.0	0.0
areal	27	11	8	1	0.7	16	0.0	0.0	0.0
areal	27	12	8	1	0.7	16	0.0	0.0	0.0
areal	27	13	8	1	0.7	16	0.0	0.0	0.0
areal	27	14	2	0	0.7	16	0.8999	0.99	0.0901
areal	27	15	8	1	0.7	16	0.0	0.0	0.0
areal	28	0	8	1	0.7	16	0.0	0.0	0.0
areal	28	1	7	0	0.7	16	0.6564	0.8819	0.2255
areal	28	2	8	1	0.7	16	0.0	0.0	0.0
areal	28	3	8	1	0.7	16	0.0	0.0	0.0
areal	28	4	8	1	0.7	16	0.0	0.0	0.0
areal	28	5	8	1	0.7	16	0.0	0.0	0.0
areal	28	6	8	1	0.7	16	0.0	0.0	0.0
areal	28	7	8	1	0.7	16	0.0	0.0	0.0
areal	28	8	8	1	0.7	16	0.0	0.0	0.0
areal	28	9	8	1	0.7	16	0.0	0.0	0.0
areal	28	10	8	1	0.7	16	0.0	0.0	0.0
areal	28	11	8	1	0.7	16	0.0	0.0	0.0
areal	28	12	8	1	0.7	16	0.0	0.0	0.0
areal	28	13	0	1	0.7	16	0.0	0.0	0.0
areal	28	14	5	0	0.7	16	0.9763	0.9995	0.0231
areal	28	15	8	1	0.7	16	0.0	0.0	0.0
areal	29	0	8	1	0.7	16	0.0	0.0	0.0
areal	29	1	7	0	0.7	16	0.6564	0.8819	0.2255
areal	29	2	8	1	0.7	16	0.0	0.0	0.0
areal	29	3	8	1	0.7	16	0.0	0.0	0.0
areal	29	4	4	0	0.7	16	0.9922	1.0	0.0078
areal	29	5	8	1	0.7	16	0.0	0.0	0.0
areal	29	6	8	1	0.7	16	0.0	0.0	0.0
areal	29	7	8	1	0.7	16	0.0	0.0	0.0
areal	29	8	8	1	0.7	16	0.0	0.0	0.0
areal	29	9	7	0	0.7	16	0.6564	0.8819	0.2255
areal	29	10	8	1	0.7	16	0.0	0.0	0.0
areal	29	11	8	1	0.7	16	0.0	0.0	0.0
areal	29	12	8	1	0.7	16	0.0	0.0	0.0
areal	29	13	8	1	0.7	16	0.0	0.0	0.0
areal	29	14	8	1	0.7	16	0.0	0.0	0.0
areal	29	15	8	1	0.7	16	0.0	0.0	0.0
areal	30	0	8	1	0.7	16	0.0	0.0	0.0
areal	30	1	8	1	0.7	16	0.0	0.0	0.0
areal	30	2	8	1	0.7	16	0.0	0.0	0.0
areal	30	3	8	1	0.7	16	0.0	0.0	0.0
areal	30	4	5	0	0.7	16	0.9763	0.9995	0.0231
areal	30	5	8	1	0.7	16	0.0	0.0	0.0
areal	30	6	8	1	0.7	16	0.0	0.0	0.0
areal	30	7	8	1	0.7	16	0.0	0.0	0.0
areal	30	8	7	0	0.7	16	0.6564	0.8819	0.2255
areal	30	9	8	1	0.7	16	0.0	0.0	0.0
areal	30	10	8	1	0.7	16	0.0	0.0	0.0
areal	30	11	8	1	0.7	16	0.0	0.0	0.0
areal	30	12	7	0	0.7	16	0.6564	0.8819	0.2255
areal	30	13	8	1	0.7	16	0.0	0.0	0.0
areal	30	14	8	1	0.7	16	0.0	0.0	0.0
areal	30	15	2	0	0.7	16	0.8999	0.99	0.0901
areal	32	0	8	1	0.7	16	0.0	0.0	0.0
areal	32	1	8	1	0.7	16	0.0	0.0	0.0
areal	32	2	8	1	0.7	16	0.0	0.0	0.0
areal	32	3	8	1	0.7	16	0.0	0.0	0.0
areal	32	4	7	0	0.7	16	0.6564	0.8819	0.2255
areal	32	5	8	1	0.7	16	0.0	0.0	0.0
areal	32	6	8	1	0.7	16	0.0	0.0	0.0
areal	32	7	8	1	0.7	16	0.0	0.0	0.0
areal	32	8	8	1	0.7	16	0.0	0.0	0.0
areal	32	9	5	0	0.7	16	0.9763	0.9995	0.0231
areal	32	10	8	1	0.7	16	0.0	0.0	0.0
areal	32	11	5	0	0.7	16	0.9763	0.9995	0.0231
areal	32	12	8	1	0.7	16	0.0	0.0	0.0
areal	32	13	8	1	0.7	16	0.0	0.0	0.0
areal	32	14	2	0	0.7	16	0.8999	0.99	0.0901
areal	32	15	8	1	0.7	16	0.0	0.0	0.0
areal	35	0	8	1	0.7	16	0.0	0.0	0.0
areal	35	1	8	1	0.7	16	0.0	0.0	0.0
areal	35	2	8	1	0.7	16	0.0	0.0	0.0
areal	35	3	8	1	0.7	16	0.0	0.0	0.0
areal	35	4	0	1	0.7	16	0.0	0.0	0.0
areal	35	5	8	1	0.7	16	0.0	0.0	0.0
areal	35	6	7	0	0.7	16	0.6564	0.8819	0.2255
areal	35	7	8	1	0.7	16	0.0	0.0	0.0
areal	35	8	0	1	0.7	16	0.0	0.0	0.0
areal	35	9	7	0	0.7	16	0.6564	0.8819	0.2255
areal	35	10	8	1	0.7	16	0.0	0.0	0.0
areal	35	11	8	1	0.7	16	0.0	0.0	0.0
areal	35	12	8	1	0.7	16	0.0	0.0	0.0
areal	35	13	8	1	0.7	16	0.0	0.0	0.0
areal	35	14	6	0	0.7	16	0.8999	0.99	0.0901
areal	35	15	8	1	0.7	16	0.0	0.0	0.0
areal	36	0	5	0	0.7	16	0.9763	0.9995	0.0231
areal	36	1	8	1	0.7	16	0.0	0.0	0.0
areal	36	2	1	0	0.7	16	0.6564	0.8819	0.2255
areal	36	3	6	0	0.7	16	0.8999	0.99	0.0901
areal	36	4	8	1	0.7	16	0.0	0.0	0.0
areal	36	5	8	1	0.7	16	0.0	0.0	0.0
areal	36	6	8	1	0.7	16	0.0	0.0	0.0
areal	36	7	8	1	0.7	16	0.0	0.0	0.0
areal	36	8	8	1	0.7	16	0.0	0.0	0.0
areal	36	9	8	1	0.7	16	0.0	0.0	0.0
areal	36	10	8	1	0.7	16	0.0	0.0	0.0
areal	36	11	8	1	0.7	16	0.0	0.0	0.0
areal	36	12	8	1	0.7	16	0.0	0.0	0.0
areal	36	13	7	0	0.7	16	0.6564	0.8819	0.2255
areal	36	14	8	1	0.7	16	0.0	0.0	0.0
areal	36	15	8	1	0.7	16	0.0	0.0	0.0
areal	38	0	8	1	0.7	16	0.0	0.0	0.0
areal	38	1	8	1	0.7	16	0.0	0.0	0.0
areal	38	2	8	1	0.7	16	0.0	0.0	0.0
areal	38	3	0	1	0.7	16	0.0	0.0	0.0
areal	38	4	3	0	0.7	16	0.9763	0.9995	0.0231
areal	38	5	8	1	0.7	16	0.0	0.0	0.0
areal	38	6	8	1	0.7	16	0.0	0.0	0.0
areal	38	7	8	1	0.7	16	0.0	0.0	0.0
areal	38	8	8	1	0.7	16	0.0	0.0	0.0
areal	38	9	8	1	0.7	16	0.0	0.0	0.0
areal	38	10	7	0	0.7	16	0.6564	0.8819	0.2255
areal	38	11	8	1	0.7	16	0.0	0.0	0.0
areal	38	12	8	1	0.7	16	0.0	0.0	0.0
areal	38	13	0	1	0.7	16	0.0	0.0	0.0
areal	38	14	2	0	0.7	16	0.8999	0.99	0.0901
areal	38	15	8	1	0.7	16	0.0	0.0	0.0
areal	39	0	8	1	0.7	16	0.0	0.0	0.0
areal	39	1	8	1	0.7	16	0.0	0.0	0.0
areal	39	2	2	0	0.7	16	0.8999	0.99	0.0901
areal	39	3	8	1	0.7	16	0.0	0.0	0.0
areal	39	4	1	0	0.7	16	0.6564	0.8819	0.2255
areal	39	5	8	1	0.7	16	0.0	0.0	0.0
areal	39	6	8	1	0.7	16	0.0	0.0	0.0
areal	39	7	8	1	0.7	16	0.0	0.0	0.0
areal	39	8	5	0	0.7	16	0.9763	0.9995	0.0231
areal	39	9	8	1	0.7	16	0.0	0.0	0.0
areal	39	10	8	1	0.7	16	0.0	0.0	0.0
areal	39	11	8	1	0.7	16	0.0	0.0	0.0
areal	39	12	8	1	0.7	16	0.0	0.0	0.0
areal	39	13	6	0	0.7	16	0.8999	0.99	0.0901
areal	39	14	8	1	0.7	16	0.0	0.0	0.0
areal	39	15	0	1	0.7	16	0.0	0.0	0.0
